0,0.49115,0.31797,0.39993,0,0,0,0,0,0,0,0,0.30828,0,0,0.31915,0.34431,0.13825,0.29941,0,0.39421,0.41703,0,0,0,0.22163,0.27274,0.05892,0.37282,0.40731,0,0,0,0.57478,NaN,0.22236,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091208,0.13079,0.013458,0,0,0.14667,0.10276,-0.23916,0.0087971,0,0,0,0.11783,0,0.12182,0,0,0,0,0.13907,0,0,0,0.10582,0.041448,0.028186,0.02158,-0.019231,0.051411,0.085694,0.12069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089542,0,-0.049756,0,0,0,0,-0.24952,0,0,-0.033402,0.060284,0,0,0.091977,-0.19254,-0.091589,0,0,0,0,0,0,0.040835,-0.02543,0,0,0.023739,0,0,-0.1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49115,0,0.22498,0.1464,0,0,0,0,0,0,0,0,0,0,0,0.45354,0.44433,0.39643,0.4209,0,0,0,0,0.23851,0.27859,0.1402,0.52872,0.40228,0.46325,0,0,0.41132,0,0.21407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054597,0,0,0,0,0.15314,0.19565,-0.32769,-0.086583,0,0.16869,0.22035,0.11128,0,0.14629,0,0,0,0,0,0,0,0,0.090178,0.075502,0.042923,0,0,0.069607,0.069819,0.13202,0,0,0,0,0,0,0,0,0,0,0.021887,0,0,0,0,0,0,0.19266,0,-0.059477,0.14173,0,0.18082,0,0.19973,0,0,0,0,-0.033145,0,0,0.19115,0.20601,0.058995,0,0,0,0,0,0,0,0,0,0,0.185,0.14189,0,0,0.15278,0,0.14193,-0.048709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.22498,0,0.3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12316,0.07107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.065969,0,0,0,0,0,0,0,0,0,0,0.11232,0,0,-0.023617,0,0,0.025233,0.17459,-0.30132,0.04196,0,0,0,0.1899,0.15822,0.14705,0,0,-0.15344,0.12612,0.119,0.23357,0,0,0,0,0,0,0.14702,0,0,0,0,0,0,0,0,0,0,0.026039,0.085309,0.11634,0.16992,-0.10226,0,-0.18596,0.068078,0,0.039305,0.010693,0,0,0,0,0.089876,-0.22496,0,0.19872,0.21964,0.1404,-0.034339,0,0,0,0,0,0,0,0,0.0069387,0.0019161,0.056026,0,0,0,0.047532,0.2566,0,0,0,0.22727,0,0,0,0,0,0,0,0,0,0.1431,0,0.099135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036882,0,0,0,0.028118,0,0,0,0,0.022045,-0.087082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.40942,0,-0.15005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41114,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0.29778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27838,0,0,0.5016,0.26767,0,0,0,0,0,0,0.33902,0.093993,0,0.27011,0.41382,0,0,0,0,0,0,0.04782,0,0,0.17997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19026,0,0,0,0,0.16626,0,0,0,0,0.14228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01804,0,0,0,0,0,0,0,0,0.22009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.40942,0,0.43782,-0.13074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28434,0.20323,0,0,0,0.31951,0,0.258,0,0,0,0,0,0.063572,0.12252,0,0.080355,0.16625,0,0.12756,0.13805,0,0,0,-0.13381,0,0,0.17386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16713,0,0,0,0,0.15722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09853,0,0,0,0,0,0.11551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.15946,0,0,0,0,-0.21843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15416,0.079598,-0.055253,0,0,0,0,0,0.36454,0,0.2781,0,0,0,0,-0.12933,-0.34045,0,0,0.035706,0,0,0,0,0.14949,0.47797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36291,0,0,0.11108,0,0,0,0,0,0,0,-0.034401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.15005,0,-0.21843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034718,0.059162,0,0,0,-0.20376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23267,0,0,0,0,0,0,0,0,0,0,0,-0.17799,0,0,0,0,0,0,0,0,0,-0.19387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35712,0,0,0,0,0,0,-0.10609,0,0.26435,0,0,0.31528,0.25161,0.38647,0,0,0.53907,0,0,0,0.53059,0,0.31575,0,0.10311,0,0,0,0.51819,NaN,0,0.3978,0.3376,0,0.42908,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17127,0,0,-0.082345,0,0.13501,0,0.12047,0,0.12552,0,0,0,0.1598,0.086672,0.14856,0,0.17294,0.11104,0.082404,-0.020127,0,0,0.066163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10132,0,0.12896,0.016468,0.044223,0,0,-0.25997,0,0,0,0,0.037525,0.1272,0,0,0,0,0,0,0,0,0,0,0,0.15036,0,0,0,0,0,0,-0.056969,0,0,0,0,0,0,-0.07438,0,0.04344,0,0,0,0,-0.20845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.50628,0.22835,0,0,0,0,0,0,0,0,0,0,0.31299,0,0,0,0,0,0,0,0,0.37886,0,0,0,0.15679,0,0,0,0,0,0,0,0.36148,NaN,0.30196,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092084,0.13133,0,-0.0031115,0,0,0,0.14971,0,0.045054,0,0,0,0,0.16602,0,0,0,0.10194,0.12264,0,0,0,0.12723,-0.011339,0.032622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013612,0.10317,0,0,0,0,-0.16819,0,0,0,0,0,0.04308,0,0.088731,0,0,0.053306,0,0.1264,0,0.019185,0,0,0.088575,0.014357,0,0,0.060331,0,-0.01484,-0.10244,-0.013295,-0.26647,0,0,0,0,-0.088659,-0.044671,0,0,0.026319,0,-0.17331,-0.21038,0,0,0,0,0,0,0,0,-0.21632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17384
