50,-46,24
58,-62,28
-36,-84,-14
-42,-70,-20
-10,-20,4
2,2,-4
16,-16,0
12,-2,-6
4,46,28
-8,40,0
18,48,32
-20,-8,-16
30,4,-28
24,-8,-18
-20,-2,-20
-33,3,12
39,-18,18
33,-15,6
-36,28,6
-18,8,-12
-22,20,-2
-8,14,2
-9,15,0
-3,6,-18
12,42,-4
8,50,-4
2,34,18
-6,42,-12
40,22,-18
-30,26,-2
-24,22,-18
22,22,-10
22,18,-14
51,-42,21
57,-54,15
54,-48,18
-54,-51,15
-57,-48,18
-12,60,15
18,51,-3
15,45,-6
-39,42,-6
51,-18,12
56,-40,2
-52,-32,2
50,-36,-4
