0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8.3456	8.3057	9.1083	8.2678	0	8.6285	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	8.3456	0	0	8.1566	8.0604	8.315	0	8.4517	0	0
0	0	0	0	8.3057	0	8.1566	9.5252	0	8.0938	0	8.9201	0	0
0	0	0	0	9.1083	0	8.0604	0	0	0	0	8.7215	0	0
0	0	0	0	8.2678	0	8.315	8.0938	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	8.6285	0	8.3716	8.676	8.7247	0	0	8.4747	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
