degree	clustering	betweenness	modules
0.537656794	0.011213616	0	4
0.808076843	0.006389409	9420	4
0.780562054	0.005939808	9868	4
0.651806099	0.004366105	27548	4
0.67507431	0.005576888	9388	4
0.433671076	0.003592329	17124	4
0.539196372	0.004078266	9200	4
0.625650258	0.007971599	1968	4
0.595808996	0.006434082	876	4
0.539849425	0.008085798	48	4
0.400159556	0.007137048	2848	4
0.250706147	0.006956142	1968	4
0.516976405	0.005187611	3516	4
0.282435849	0.009324637	0	4
0.444767195	0.006501999	4636	4
0.182785236	0.009199754	0	4
0.281971778	0.005049284	1038	4
0.165690382	0.005930065	802	4
0.144764869	0.004808642	3144	4
0.060270796	0.003752987	12334	4
0.528843056	0.010204246	0	4
0.825783893	0.007515076	1692	4
0.778021112	0.006466429	3566	4
0.643108888	0.008782902	212	4
0.581821911	0.011543838	0	4
0.65535235	0.006924376	2486	4
0.585484824	0.007017323	528	4
0.832915982	0.005821444	12396	4
0.582753403	0.008224701	1022	4
0.676163496	0.006140774	8766	4
0.67810696	0.006743901	2332	4
0.406709985	0.013648178	0	4
0.469224918	0.008220139	5240	4
0.745078792	0.005936363	14560	4
0.639638198	0.006067672	1180	4
0.543598183	0.010608847	694	4
0.654129903	0.00498355	33052	4
0.185486601	0.0032727	6600	4
0.580376215	0.004966813	32790	4
0.725493448	0.004727287	13526	4
0.534369142	0.01203886	0	4
0.468658377	0.008695134	1126	4
0.41816038	0.009563334	620	4
0.680864688	0.004935742	5222	4
0.333275469	0.003841028	1476	4
0.476177065	0.006081116	2662	4
0.339891192	0.00888845	6632	4
0.343656299	0.008177898	3676	4
0.458620667	0.004529504	12208	4
0.283328605	0.00654766	4840	4
0.255190038	0.003624814	36618	4
0.44028876	0.003908535	11782	4
0.192000378	0.003524087	51416	4
0.183885201	0.006963663	25142	4
0.234221815	0.003198116	12910	4
0.713837628	0.006913629	4560	4
0.479074892	0.009980545	524	4
0.327668086	0.01248355	326	4
0.232408958	0.015613374	0	5
0.333472649	0.008957497	1256	5
0.254719235	0.010584317	0	5
0.243519819	0.011277063	14	5
0.325688088	0.009437811	0	5
0.421115417	0.009053287	3248	5
0.222019394	0.007489983	264	5
0.129466016	0.010128058	1962	5
0.285430042	0.007266453	2760	5
0.28287886	0.009745818	354	5
0.41128141	0.013296655	0	5
0.439509549	0.011685898	0	5
0.321917449	0.00790798	2	5
0.324320997	0.008708488	4	5
0.214086616	0.008616643	3102	5
0.192097858	0.007089608	96	5
0.322252043	0.008821483	0	5
0.250651629	0.010694377	0	5
0.354242107	0.006695762	4614	5
0.456196892	0.003823268	28056	5
0.171438692	0.012216499	2	5
0.182623065	0.007419727	3658	5
0.27895577	0.007354399	0	5
0.152620495	0.00691201	1064	5
0.197059089	0.006270045	126	5
0.177684729	0.007280178	966	5
0.233201489	0.008914157	0	5
0.384502778	0.009063147	982	5
0.41810938	0.009270961	1070	5
0.341329145	0.011365785	16	5
0.339927153	0.008525789	34	5
0.40973609	0.007797278	274	5
0.725841421	0.006928033	1572	5
0.496823062	0.008936482	0	5
0.418086182	0.005829041	5196	5
0.331646147	0.007297273	2476	5
0.487946709	0.00872881	2	5
0.330109912	0.006822807	0	5
0.472937669	0.008821834	14	5
0.454198341	0.006890137	5378	5
0.433947596	0.010543655	0	5
0.301950568	0.008678077	4156	5
0.38299447	0.007048011	17714	5
0.380913636	0.009651932	166	5
0.423228281	0.004746733	26174	5
0.375517816	0.01175541	40	5
0.245289483	0.01524112	0	5
0.073156784	0.009093472	0	5
0.215488334	0.011949525	0	5
0.332754923	0.00684279	3760	5
0.18541772	0.008151597	0	10
0.254438818	0.004503461	4914	10
0.395700269	0.004225288	11518	5
0.435673186	0.004573205	11622	5
0.469710506	0.007959369	400	5
0.393389372	0.01179998	2	5
0.465984693	0.014148303	0	5
0.40841839	0.009833214	170	5
0.578451227	0.010680414	0	5
0.379608649	0.006683155	6534	5
0.403407944	0.010913179	0	5
0.336531942	0.011906152	6	5
0.299896165	0.004760743	3408	5
0.348229278	0.007085082	11620	5
0.330899641	0.004365759	10060	5
0.376534497	0.008952725	1182	5
0.393904024	0.011004971	0	5
0.416944996	0.014398615	0	5
0.252268323	0.013474432	0	5
0.390856539	0.008700618	1068	5
0.587232009	0.009514905	2044	5
0.403996437	0.00833239	2344	5
0.426990129	0.009342423	0	5
0.411696569	0.01133712	962	5
0.423568877	0.005701426	38016	5
0.498577493	0.007777568	1068	5
0.384719158	0.013442688	0	5
0.590699979	0.006682025	3540	5
0.451379103	0.005224616	17440	5
0.491232394	0.006830805	5344	5
0.516708773	0.005934039	3616	5
0.613784895	0.004164897	22850	5
0.362029315	0.007228381	78	5
0.299072416	0.009668895	998	5
0.409796638	0.005346203	19788	5
0.394256154	0.004094784	21612	5
0.349008498	0.007902289	2446	5
0.201087282	0.011582313	1064	5
0.372728059	0.006441776	7582	5
0.437697299	0.011063115	0	5
0.241706294	0.011943528	1960	5
0.387804919	0.008254152	560	5
0.390633248	0.007072543	2020	5
0.25851644	0.004294608	4776	5
0.332247193	0.005399963	5072	5
0.450022114	0.004659404	40090	5
0.337427251	0.006491695	4414	5
0.548589469	0.005857619	1872	5
0.486507015	0.006798145	4176	5
0.435691987	0.003728842	16302	5
0.314359609	0.006437888	3384	5
0.417782023	0.010242398	200	5
0.484876711	0.012067971	0	5
0.219223694	0.014101911	0	5
0.345191582	0.004609062	3540	5
0.408781273	0.005538707	4994	5
0.56514206	0.005551854	3746	5
0.819415269	0.005222537	4096	5
0.308918442	0.003610041	29206	5
0.316299149	0.005680952	13758	5
0.421090685	0.008185304	0	5
0.469378921	0.012375288	0	6
0.27556288	0.004350676	11816	6
0.272886867	0.006393474	7716	6
0.600192239	0.005888854	964	6
0.91080122	0.006045941	0	6
0.37862275	0.007623074	18	6
0.259961116	0.007722272	108	6
0.258601654	0.005139249	13724	6
0.346592944	0.011675901	2	6
0.618045431	0.009993743	0	6
0.273020244	0.006502841	15952	6
0.169051203	0.006054501	27202	6
0.343503673	0.008067626	214	6
0.895295451	0.00659418	128	6
0.330125911	0.008071913	6916	6
0.233744487	0.00582318	1308	6
0.560163686	0.008247913	1972	5
0.58154877	0.013008447	0	5
0.629883166	0.005367222	13764	5
0.242204928	0.006932617	1562	5
0.348380226	0.008085727	52	5
0.367639865	0.010896754	0	6
0.353582548	0.007257209	0	6
0.52192099	0.004413983	13596	5
0.52046847	0.011469014	126	5
0.523643586	0.005426494	33924	5
0.525079904	0.004213701	16922	6
0.431731141	0.008208681	0	6
0.724073286	0.008777358	40	6
0.107366686	0.013622244	0	10
0.230675937	0.014210084	0	10
0.473513365	0.00572092	932	10
0.412092	0.004506726	9130	10
0.374236243	0.006183034	5776	5
0.294338477	0.006681578	0	5
0.26850089	0.006255994	3450	7
0.342380132	0.007177512	8968	7
0.627878986	0.006935838	3790	5
0.506767786	0.007478567	44	5
0.625231838	0.009454674	1978	5
0.575535685	0.005660374	982	7
0.573423937	0.008459401	572	7
0.60387714	0.0093745	14	7
0.533765439	0.009651153	4	7
0.755568687	0.006896245	6534	7
0.648869527	0.004090076	10698	5
0.393534902	0.011655629	46	6
0.411711941	0.006359088	690	7
0.307241323	0.01283788	20	7
0.454107012	0.00873446	620	7
0.621017023	0.011035558	0	7
0.55101393	0.012250546	14	7
0.444696432	0.006847221	916	7
0.332934066	0.007815406	3448	6
0.59976772	0.008755412	30	6
0.414981334	0.00908186	0	6
0.270470157	0.006312982	0	6
0.438208006	0.00659556	2944	7
0.373844958	0.008779612	12	7
0.504871006	0.008843486	0	7
0.301038	0.00932716	12278	7
0.192276727	0.005528269	89848	7
0.191748546	0.008902139	1880	6
0.371438199	0.010176403	6164	6
0.406737827	0.011798903	2192	6
0.44695027	0.011123626	170	6
0.713855323	0.008831821	18	6
0.789067048	0.012274731	20	6
0.862072026	0.007948483	138	6
0.65721767	0.009789183	2318	6
0.909189711	0.006112304	4210	6
0.433483944	0.009856246	92	6
0.591174354	0.009918911	268	6
0.656773034	0.00827986	120	6
0.785810719	0.008139135	216	6
0.388337764	0.00831976	430	6
0.653167365	0.004959963	5758	5
0.405424305	0.007028942	2132	5
0.400636514	0.006800169	1126	5
0.393598161	0.00478315	4110	5
0.425486736	0.006029177	1484	5
0.488492684	0.004775933	7910	5
0.645505985	0.005118304	2480	5
0.464820848	0.00650514	2628	5
0.608838622	0.005554454	8140	6
0.902388423	0.007199451	1346	6
0.610303819	0.006273963	2160	6
0.768984233	0.006810468	2800	6
0.721193425	0.008295953	32	9
0.731441483	0.00728978	1604	6
0.659806501	0.007043443	2782	6
0.804619256	0.009390821	20	9
0.815960249	0.007683078	682	9
0.776914869	0.00702694	1488	9
0.859386568	0.007038678	8380	9
0.545947259	0.007980486	1188	9
0.369782158	0.00562028	13986	9
0.59463785	0.008271603	2218	9
0.410271074	0.006766334	1980	9
0.375536062	0.007486326	2458	10
0.3781738	0.005946072	2902	7
0.428699866	0.010358509	0	10
0.830305467	0.008399792	4	10
0.354352474	0.009301188	2142	7
0.322985449	0.010688908	1972	7
0.395811165	0.009300095	28	7
0.54362406	0.00867422	2	7
0.503068973	0.007600938	1902	7
0.560989403	0.010698221	3526	7
0.653071731	0.007011911	1380	7
0.541557471	0.007365022	3014	7
0.641678669	0.010326691	0	7
0.418933366	0.010325474	2886	7
0.641488465	0.011445551	36	7
0.783301737	0.012245598	0	7
0.75749561	0.010540091	3804	7
0.50513772	0.010684785	646	7
0.576802256	0.008632635	0	7
0.422575907	0.013468291	0	7
0.654542147	0.009030035	5486	7
0.292732189	0.009126172	2192	7
0.502066604	0.008229322	98	7
0.418300883	0.00902329	12	7
0.297263258	0.004823927	7056	7
0.39790401	0.008933959	972	6
0.189588149	0.00988754	74	6
0.302323118	0.009697294	2	7
0.41047396	0.010017954	248	6
0.500866605	0.013222536	396	6
0.559592378	0.010868255	108	10
0.36622354	0.014102666	0	10
0.42307369	0.012083159	4	7
0.538464615	0.011420447	0	7
0.611171011	0.008033011	722	7
0.448491425	0.010085807	68	7
0.415614934	0.009325192	376	7
0.515579713	0.011590142	0	7
0.458935988	0.010082513	154	7
0.361742085	0.00958306	1916	7
0.363335056	0.008734313	6	7
0.395634902	0.00779477	1956	7
0.684897299	0.010989622	0	7
0.404968949	0.009171073	1364	7
0.38198339	0.008406748	2	7
0.372260187	0.007034719	2190	7
0.570368953	0.006835686	4126	7
0.580979887	0.008735096	2480	7
0.846964297	0.008506515	252	7
0.541722812	0.01084755	2	7
0.571763836	0.006738742	106	7
0.316927979	0.009006571	1240	6
0.534470312	0.008897864	1242	6
0.394472328	0.006340277	34420	6
0.356784302	0.007909701	2676	7
0.462310328	0.009173153	8	7
0.572325408	0.011447498	708	7
0.609217498	0.005893768	8184	7
0.534586348	0.0051571	5552	7
0.679220537	0.009427602	2518	6
0.606757348	0.004314069	122276	7
0.442140107	0.009176076	254	7
0.597566583	0.006140585	4184	7
0.676256583	0.006741129	120	8
0.462336972	0.009085408	18676	8
0.736118828	0.009835888	2374	8
0.571147115	0.013476488	240	7
0.425417008	0.019931827	0	8
0.696824137	0.015533578	0	8
0.79074677	0.007131843	11634	8
0.896369379	0.004259328	27488	8
0.589803525	0.016018098	0	8
0.530387506	0.019283805	0	8
0.506477996	0.017926721	0	8
0.619751856	0.012121155	5384	8
0.503277436	0.003978947	139102	8
0.40444507	0.00536844	17856	7
0.559985955	0.01365189	0	7
0.463239393	0.009966875	376	8
0.448854918	0.008217102	5634	8
0.395330035	0.013301327	508	7
0.67501339	0.003680895	24276	8
0.730700821	0.005078116	20190	7
0.693971865	0.014213512	4	8
0.667848816	0.008292788	1906	8
0.804731359	0.006151957	2396	8
0.663100751	0.017697567	0	8
0.622626602	0.014126324	646	8
0.583343162	0.010100077	6084	8
0.883267304	0.007664369	2016	8
0.768051417	0.006757215	7186	8
0.652174131	0.011906127	36	8
0.6096258	0.015213019	0	8
0.666930255	0.013747067	0	8
0.599849165	0.011326092	1052	8
0.496514259	0.011967189	70	8
0.553027285	0.007836175	5302	8
0.821000476	0.009260868	236	8
0.398228884	0.019629438	0	8
0.631629864	0.015609767	0	8
0.8235999	0.012370562	0	8
0.689942328	0.007843586	2744	9
0.792619289	0.008362742	2204	6
0.920385034	0.006853079	2590	9
0.800274219	0.006078134	14456	9
0.602925562	0.007256747	2112	9
0.850533521	0.006968788	10128	9
1.055853071	0.005574434	46886	9
0.555321125	0.007531341	548	9
0.641797135	0.007752086	1710	9
0.872765541	0.006289953	2364	9
0.93110995	0.005347782	7336	9
0.783575978	0.006118052	10448	9
0.78391675	0.005981959	3842	9
0.704512373	0.009066183	842	9
0.663331304	0.006134387	8552	9
0.731439502	0.005494139	33920	8
0.655157727	0.010504048	768	9
0.74335793	0.007551542	2140	9
1.015490403	0.00472447	16128	9
0.551901524	0.011044897	4140	9
0.586937409	0.011557124	272	9
0.650773913	0.009080555	192	9
0.745119108	0.00554179	1558	9
0.525864672	0.007008884	1952	9
0.68337717	0.004387713	30272	9
0.472178652	0.007942061	754	9
0.256841438	0.010749489	74	9
0.634410347	0.008846861	614	9
0.694340211	0.006547731	12532	9
0.966876633	0.006207814	6686	9
0.695700553	0.010094147	0	9
0.52990014	0.005663739	13442	9
0.754397106	0.007186234	50	9
0.484498109	0.008670801	0	9
0.489476992	0.010279632	118	9
0.511383446	0.00972499	14270	9
0.823120383	0.006712509	4234	9
0.861582622	0.006887467	6164	9
0.758460723	0.005495301	15028	9
0.316540109	0.006743597	1548	9
0.126201312	0.004745098	27818	9
