brain-app/	0	0	0	2765	102	0	0	0	0	0	0	0	0	324	152	0	56	0	0	0	0	0	3217	0	0	0	0	0	0	641	0	0	0	0	0	0	0	0	0	0	97	69	0	0	0	357	386	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	861	0	110	0	0	0	272	0	58	0	0	499	2946	1120	145	0	0	0	382	0	0	0	1124	637	0	0	0	0	0	0	0	0	406	1133	0	0	0	0	0	0	0	454	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	195	0	101	0	169	0	0	0	0	0	0	0	0	0	1455	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	1455	95	1828	703	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	2064	0	66	0	0	0	123	0	60	694	0	0	0	0	0	688	229	265	396	216	0	0	0	0	0	0	0	0	0	0	250	0	0	0	185	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	73	0	0	77	1201	353	0	0	0	0	0	0	2268	721	56	0	0	0	0	0	0	0	116	235	2235	2319	977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4604	3363	0	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4896	2679	0	126	0	0	0	0	0	1432	376	1732	742	435	0	0	0	0	3918	0	0	0	0	1195	687	0	0	0	0	0	0	1388	0	0	0	0	0	0	0	0	0	137	253	1962	3088	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5049	856	0	900	0	0	0	0	0	0	803	0	0	0	0	0
0	0	73	0	0	0	0	0	0	0	0	812	0	0	0	323	513	70	0	0	0	0	0	0	0	491	0	457	1624	0	0	0	268	484	0	0	0	0	0	0	223	0	0	0	1330	0	0	276	854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	252	112	0	0	0	0	158	59	76	548	320	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2765	0	0	0	0	437	148	97	0	0	0	0	0	0	169	1995	0	0	0	0	0	0	0	468	0	0	0	0	0	54	133	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	149	259	0	0	0	0	1266	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	645	0	0	0	0	644	1897	723	100	0	0	0	209	0	0	0	771	396	0	0	0	0	0	0	0	0	430	861	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	181	0	0	0	165	0	0	0	0	0	0	0	0	0	893	0	0	0	0	0
102	0	0	0	437	0	3194	1944	1164	238	0	0	0	0	0	6600	0	0	0	0	0	0	167	150	0	0	0	0	0	392	544	694	0	0	0	0	0	0	0	0	0	0	0	96	0	435	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	2301	0	0	0	1072	764	0	0	0	625	2372	1273	0	209	0	545	142	0	0	0	385	431	59	0	0	0	0	0	0	0	603	752	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	63	0	0	523	0	0	0	0	0	0	0	0	0	1221	0	0	0	0	0
0	0	77	0	148	3194	0	4176	1861	299	0	386	0	0	0	4902	0	0	0	0	0	0	184	0	0	0	0	0	0	878	167	345	0	0	0	0	0	0	0	0	0	0	0	105	0	1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	3288	0	210	0	114	1463	0	0	0	236	433	411	0	217	0	274	0	0	0	0	0	0	250	84	0	0	0	0	0	0	647	1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	372	0	0	0	0	0	0	0	0	0	0	0	1139	0	281	0	0	0	0	0	0	0	568	0	0	0	0	0
0	0	1201	0	97	1944	4176	0	2053	138	0	0	0	0	0	2057	0	0	0	0	0	0	59	0	0	0	0	0	160	1187	162	279	0	0	0	0	0	0	0	0	0	0	0	0	198	2566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	3256	0	0	0	111	1295	0	0	0	73	204	103	0	78	0	227	0	0	431	0	0	0	0	668	0	0	0	0	0	0	0	913	0	0	0	0	0	0	0	0	0	0	0	74	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1344	0	0	253	0	0	0	0	0	0	116	0	0	0	0	0
0	0	353	0	0	1164	1861	2053	0	660	0	0	0	0	0	232	0	0	0	0	0	0	230	0	0	0	369	0	0	1745	123	198	0	0	0	0	0	0	0	0	0	0	0	237	0	1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	69	3780	0	0	0	84	2330	0	0	0	66	133	153	0	276	0	143	0	0	183	0	0	0	0	0	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1711	105	0	0	0	324	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	238	299	138	660	0	1152	0	0	0	0	56	0	0	0	755	0	355	1083	0	0	0	0	0	0	652	0	0	0	0	0	0	0	0	0	0	0	169	0	1514	0	0	0	0	0	0	0	0	0	0	0	77	0	142	0	0	230	0	0	0	1701	3863	0	0	0	0	308	0	0	0	202	0	107	0	1270	0	0	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	0	714	0	62	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	1130	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	1474	2626	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
