BT	WT	Eff	Deg
0.772581562115700	0.112507580604573	0.800695396172783	200
0.746581148004107	1.60539304596873	0.796755625327054	197
0.748204179328502	0.153007204002676	0.801761331912086	200
0.729227884608687	1.35358678836994	0.795108109375733	208
0.729978439368293	1.34002170846202	0.810983134512546	222
0.787820815078523	1.11248020323627	0.799542301365944	238
0.784827388076082	-0.170495485393513	0.796578429505491	179
0.748795447419369	1.09403085948729	0.795094408354077	183
0.762669029799100	0.318020029209952	0.806113775727035	183
0.775373562075823	-0.169963574478640	0.796630465051518	191
0.792893035830846	-0.882416319245655	0.800771144278607	202
0.726864626623166	-0.852422847185955	0.787735849056604	161
0.795958565752034	-0.443567545201245	0.798466422248055	213
0.747438696072044	1.07411869969665	0.794427860696517	202
0.769737648478903	2.67218236881684	0.803039702233251	249
0.749625106300500	-0.266901984402636	0.799331662489557	191
0.759746739424177	1.14631257622238	0.805216257335362	216
0.778634273887624	-1.70000215159565	0.800918964076859	191
0.751459697138744	-1.72775339593676	0.789078097475044	132
0.759870870119621	-0.720202646500814	0.797907585004359	187
0.768274346700160	-0.523354784334159	0.802167777577614	184
0.780981309680595	-0.849384115689199	0.804289091523134	190
0.770906966693198	0.774550529497672	0.803991541104943	196
0.771485403139682	0.471676079653363	0.811483253588517	211
0.747506376765655	0.624487432243925	0.806691542288557	202
0.749189679842248	-0.0902384550462757	0.789088332546056	147
0.744749289896788	1.87024605204663	0.801840457685665	194
0.751785949510219	1.76162034487905	0.811807296017822	191
0.744512538097597	0.942879141999089	0.798705008569796	179
0.761368364355549	-0.0526878748490632	0.805086501605718	198
0.746512703836139	0.541369856708149	0.799540359270203	208
0.782610447726986	-0.869790044701738	0.799580242654246	188
0.789748636013345	-1.22275434161033	0.802317655078391	164
0.756026063599956	-0.493155040156533	0.802438376187629	175
0.781821078410876	0.352988279522495	0.804760278983563	204
0.706892464217508	0.151689624143861	0.804079441760601	163
0.762788802454810	-1.12327499140397	0.799949783441090	180
0.742170221938143	0.537510817777784	0.801885916016351	209
0.739905544108728	1.09030117603419	0.803682448589192	206
0.769621251269337	0.324434718523603	0.808502092757790	219
0.777001954345406	0.268969022950452	0.799583665515103	214
0.759413867428788	0.0335143108142255	0.805512526040276	195
0.777279934472581	-0.219026429383819	0.798066662481954	180
0.776353777329488	-0.0739700545378726	0.792418661755678	182
0.759241100109899	-0.658294952189896	0.794572864321608	201
0.766772059881225	-1.55304481770186	0.788432671081678	152
0.728028562133327	0.467341523100320	0.807881919695890	185
0.730014376815605	1.31984741359558	0.799981786169631	183
0.777031723835410	0.181996005024254	0.799175730380920	204
0.767399839367018	-0.550631734221782	0.791149184497980	165
0.787621803671020	-0.0977032038788493	0.795099206349206	226
0.730530882447368	1.45560010909128	0.796800301148127	232
0.759271705940012	-0.275407179307874	0.808027468624201	207
0.784533930677009	-1.37266662339289	0.798485150488340	175
0.754109055062493	2.08324946545246	0.802948470653073	192
0.758838192162539	1.52532483867280	0.806131260794473	194
0.752381375841425	0.551380465342312	0.808726939051483	205
0.759117093282019	-0.373420164608679	0.797404134782057	219
0.778231785767140	0.420180042465398	0.802936910804931	198
0.772760524065990	-0.407635316816622	0.803025851938895	186
0.781726987842512	-0.564086529573941	0.806878306878307	191
0.786069295594624	-0.963459999716967	0.796074741228660	174
0.775907213520586	1.31131327633190	0.798778474744140	235
0.774250383874216	-0.766133860893645	0.810131677304353	188
0.775325026337485	-2.76541764511237	0.792907801418440	142
0.761047148156063	0.0863653581920785	0.799667315297219	180
0.777484862284199	-0.361221338161947	0.804375896700143	206
0.741903466173152	-1.04264682019289	0.802992776057792	172
0.773420412150256	1.14504949653899	0.802734896640137	195
0.745930709475766	-0.517577609633894	0.800477214679392	174
0.756032570305528	0.425063011450234	0.797213622291022	172
0.784577631354581	1.72389352193122	0.799090946149770	223
0.751119057345983	2.61282290417575	0.798814461061539	220
0.759954467930876	1.53766010678832	0.805164197658759	198
0.773521281900308	-0.905273718767473	0.793393685470597	165
0.786540713947702	0.265390654900892	0.801569858712716	197
0.773132617849048	-1.16520227426427	0.792271880819367	181
0.729728920763383	1.45213929293265	0.802849588719154	186
0.772325109535230	0.128399209774767	0.793798701298701	177
0.750906006913269	-0.956099124604959	0.792442135096835	147
0.745927299051447	-0.323605829601292	0.798830409356725	191
0.779173484746585	-1.12383613693520	0.796864089379801	179
0.768183982158731	-0.433581385371176	0.798994553833264	156
0.778691870441599	-0.181066128007524	0.796982121252857	174
0.780619851041213	0.463080092713477	0.808659217877095	181
0.776383226014861	-0.963179344701769	0.794996930632290	182
0.744084698849633	2.35304944596695	0.805858257979751	229
0.705559828979100	2.14283094339483	0.808606824603347	216
0.792337507948486	-1.21388107113548	0.798518370872367	175
0.768594604866862	1.25054299109949	0.796789845645371	240
0.715429478209696	1.82769139473380	0.806753980482794	178
0.757310309928803	0.0353731964717881	0.801801519050907	180
0.759060063145105	-0.550752158898653	0.800078492935636	197
0.770060702850072	0.664394246767287	0.797163120567376	236
0.786654857629413	-0.212618285270072	0.801955811344681	204
0.788832008191380	0.461869776546407	0.804562438544739	227
0.745896425963561	0.828806619838729	0.810058463991496	214
0.769287722861387	0.257121664010579	0.806690098169919	224
0.761717647735014	0.0289816883326390	0.806502775574941	196
0.763589110801491	0.403565662754431	0.803475055943135	215
0.772193554991516	-0.853865074330214	0.793902884264330	167
0.765137337226821	-0.234641815206791	0.795001688618710	190
0.770534228670171	0.845701004545067	0.801506329790075	195
0.777526708696669	0.0357518874099417	0.800000000000000	207
0.781763482635828	-0.296280282322687	0.809394100451767	214
0.767046414210733	1.60507457726488	0.806357864615935	213
0.786837971489695	-0.709820608487456	0.800523595811234	173
0.747892452560612	-0.199672418728808	0.802830188679245	161
0.777307320577554	1.03912537465213	0.802993109388458	217
0.746623535817251	0.594060288620008	0.806751259789934	183
0.764349959219929	1.02450885654839	0.803459119496855	214
0.788226544269716	-0.226345959008474	0.804333107650643	212
0.790571903284296	-0.589581909211536	0.805630452022205	196
0.738662491154470	-0.355423447373963	0.798383145516904	158
0.758057814309432	0.176245015846318	0.791686251468860	186
0.783443387339351	0.376560335842645	0.806544138123086	191
0.776535170981367	-0.637173510808177	0.795365254757520	182
0.750564562276467	-0.133741837897306	0.787897999436461	170
0.756675867183646	-0.675023614205314	0.793992219063295	165
0.744196717271132	0.481677749217645	0.792177672955975	161
0.724140551705617	0.935884558359682	0.802784545770971	171
0.692298897916835	2.00478447715319	0.801574646202910	175
0.737846947757390	-1.06662222850124	0.796015112631879	169
0.723277443743884	0.0347946127801703	0.793686534216336	152
0.755853216653174	-1.61810581878005	0.791448913125805	164
0.768538731771820	0.465179159014420	0.800675675675676	186
0.754565210845171	0.422817620267335	0.800991922071751	185
0.781275142906136	0.116570912448518	0.794284326424871	194
0.773197639849500	-1.14627896926636	0.788807984432867	180
0.785028013446396	-1.53749431841959	0.794902597402597	177
0.758209415206472	1.00297534977010	0.807364897178384	206
0.718200702474550	1.79054871793893	0.809636537541846	206
0.724146169655766	0.0863115654112155	0.799935064935065	177
0.765028006839595	0.0751142382826612	0.792535259717922	172
0.775161927167480	0.397635484102926	0.804065040650407	206
0.780391880335510	0.377925827555406	0.805726468048359	194
0.735131837850459	0.283739239618806	0.806393490264458	187
0.712053873581230	0.234452957057518	0.789316324496711	175
0.741087884224666	1.17441548871995	0.803424657534247	221
0.779907481052931	0.634850732126957	0.804535434548098	208
0.736079987974366	-0.463728326902143	0.813006727617733	188
0.775993305582992	0.737301919982303	0.800676297386824	210
0.755471506851876	1.26514662915485	0.811657490032276	231
0.753362694873134	0.301319752601217	0.793622650005629	190
0.755747753816502	0.130863763237031	0.793448562603944	185
0.757748171954704	-0.171395674742658	0.803415511042630	178
0.759250066875879	-0.0958091368574448	0.802167182662539	172
0.762407429556596	1.21190870939004	0.809516772572780	203
0.778244333556715	-0.559855516503623	0.794433728299807	192
0.745600035702296	0.421455680547155	0.792691664676379	160
0.788639320761543	-0.591786637494338	0.797885572139303	202
0.767576118089284	0.0241905296553544	0.800088131609871	186
0.766562520769934	2.14279429721904	0.801510935930134	229
0.749167997216486	-1.28421252065650	0.798031001256808	156
0.773900886782521	0.921222831069706	0.800906330511594	210
0.782724101713867	-0.619790497375867	0.801444630248978	209
0.775719300450162	0.241518165231648	0.798717948717949	197
0.787166132475601	0.0323237952522961	0.797402597402597	211
0.767593805683475	-1.09608448457061	0.793087920747495	190
0.637136599598010	1.89756817704536	0.793567355666429	185
0.747551100938800	-0.603159656690359	0.800403913983388	189
0.770394379525969	-0.345697485349759	0.799792856694495	180
0.655169962196346	1.66777536086035	0.793779938010707	170
0.725695410658068	-0.461877880164356	0.790509031198686	176
0.763658457118732	-1.48511204790497	0.795321637426901	172
0.731963978656523	1.26805649499674	0.809118450247483	218
0.729069719268816	-0.228766206050787	0.808502148557397	182
0.777370378487710	-0.0969863935286097	0.794519838392210	198
0.786135158258277	-1.40131327421054	0.802203600248293	181
0.736821468025496	1.20049391841680	0.789428115743905	211
0.746114731000766	0.456634926223248	0.791834170854271	201
0.759291951795126	-0.986749323534211	0.780846985012199	153
0.763473347773928	-1.19358938302676	0.796621043627032	169
0.773758596808212	-0.112182105528794	0.804974916387960	209
0.717069742167356	0.0947102199642493	0.803135794473230	194
0.752285998416844	-0.203499762921018	0.802866170164748	212
0.742643392112807	-0.498985051150496	0.793207498715973	178
0.751329507916335	-1.01191558008722	0.795979128299570	182
0.738930867434544	-0.717673497949285	0.803923278116827	187
0.789853973450235	-0.694598977551672	0.799177735610373	188
0.717430093511720	0.644579867268611	0.801457370313303	178
0.767894220478264	-0.613120990383567	0.790450310559006	162
0.759955651122930	-1.04580947066036	0.794654088050315	161
0.768927867839078	-0.305282300588612	0.795165639445301	178
0.766480511395445	-1.18280381772267	0.796226823461511	168
0.757219014663354	-1.36567382101817	0.792431761786601	157
0.751095338790874	-0.361675756827633	0.798175465838509	162
0.780215878182821	-2.06670615493641	0.790973573535874	180
0.770048767453350	0.936060793804387	0.801081884838230	199
0.725657153567761	0.928702808229489	0.791542711432214	183
0.738543481337089	-0.516598175298439	0.808298286359927	180
0.753768491904865	-0.222735439106945	0.798230912476723	181
0.743066260218801	-0.519703786123592	0.802251552795031	162
0.774035659671254	-1.23338584896550	0.807489257213014	182
0.749549666123439	-0.854073040319874	0.792880730380730	145
0.763663683218364	-1.72906501912358	0.806603773584906	161
0.781694606180316	-0.163340936166719	0.795543373432821	200
0.779298359047377	-0.876179474096080	0.802268947493466	185
0.772771201343296	-1.88344051168691	0.789868287740628	142
0.716771914002093	1.71691459792612	0.800694939415538	185
0.712611322332936	1.23848941995501	0.799120931337610	185
0.779934469840897	-0.585829363810138	0.792645971914265	166
0.716046257064216	0.492023114757416	0.795580110497238	183
0.788245677597618	-1.54007274029909	0.801141166525782	170
0.763700589729805	-0.680320897318795	0.787365123564219	171
0.621790278145491	0.940317516225853	0.796504487482286	147
0.756890623883318	-1.35937393208482	0.792244478685157	178
0.779622145133581	-1.00128104088163	0.792756836659276	166
0.733650445723869	-1.46013458766759	0.794347379239466	141
0.766640994647317	0.00543853444584808	0.810036832412523	182
0.746418596057059	-0.313014662036668	0.804524089306698	186
0.778552798848319	1.83648183946258	0.803745529832486	232
0.758426772085949	-0.685981911643574	0.803202806049106	188
0.766718653803945	-0.120700316201915	0.796769702032860	191
0.723644195279799	-0.233866649331613	0.794771241830065	172
0.756093027143586	-1.23920153578071	0.795627634978920	173
0.655623869387748	1.12039578925613	0.789707792207792	177
0.759756952722657	-1.75913403892663	0.790697674418605	173
0.737095812073612	0.209174593610061	0.802492318197337	204
0.750432105545046	-0.0903767049610651	0.797783090632471	216
0.725332846227508	1.41194210970725	0.799735605170388	186
0.771906142626861	-1.47105891766644	0.799476528199932	190
0.749017074973222	1.08875374033458	0.793109164101350	207
0.736851896059150	1.45611480450252	0.797331892137900	189
0.772709991933903	-0.773257627520186	0.787969474786772	165
0.747065394617460	-0.536048971159996	0.797409463388845	196
0.778355873048320	-0.654228862818512	0.802268947493466	185
0.763570228751468	-0.295786147886791	0.807522733535409	192
0.748341118855343	-0.851306101277867	0.793051255589955	172
0.739326369462035	-1.29853107176534	0.795187637969095	152
0.771983200949637	0.212223945463336	0.798088410991637	218
0.669828167101355	1.29406801214790	0.792147734326505	181
0.772809479255779	-1.11046087062952	0.790251916757941	167
0.750353314483936	-0.558652029710953	0.792333472978634	156
0.773306293039271	-0.924778952794866	0.799555635621209	184
0.762062991409743	-0.0812888452395389	0.797525431065580	168
0.769088268570850	-0.893859269259754	0.789073983341499	158
0.792359687088791	-1.53290069384114	0.800388198757764	162
0.739892707171418	0.547134572244561	0.797644783251792	189
0.758933226181657	0.534025079241910	0.799615782473770	203
0.667854945255892	1.82715513477393	0.804106073567151	169
0.790304802603001	0.0369850246907426	0.797991391678623	206
0.686843685510356	0.0889721668597198	0.795283018867925	161
0.732079522933932	0.275467092128381	0.790206947524021	166
0.621218540192322	1.08314706196690	0.788397968233492	159
0.691556479869079	0.264064797548220	0.798342315858239	158
0.786621536632198	-0.556441086283714	0.797841977027497	171
0.775569714605880	-1.51362584008144	0.805483604298705	192
0.779930732860882	-0.993928009320675	0.800392464678179	197
0.729828011727529	-0.703632078051771	0.786063664596273	162
0.743327713048099	1.24487220095625	0.795805259726147	216
0.742682411238907	0.649647088525822	0.806795131845842	205
0.750487147401624	0.239919705770490	0.802158794552304	205
0.743125076782589	-0.209414534766875	0.799690187489985	195
0.768034214940449	-0.106514681548853	0.805780704716875	190
0.752776804145399	-1.42754791622988	0.803383558022733	196
0.748965523482818	-0.642296221444264	0.800042771599658	169
0.762478524201451	1.01071021681508	0.808677863910422	217
0.769742600963989	0.410846691167478	0.797929150870327	223
0.762013705615036	-0.276314107778010	0.799210026134474	185
0.760109299371951	0.582234814485612	0.805855547960811	211
0.786029569525364	0.749170859989572	0.796774827925270	227
0.685081967845351	2.89046433149122	0.807976190476191	226
0.760015642344766	0.172007246738472	0.804151271462726	216
0.770918677437907	-0.0103330755145434	0.801243424198948	206
0.734848207046214	-0.0708911145512008	0.811304853240337	187
0.752442815107737	-0.251423827396514	0.807128768667230	170
0.749803019956186	0.518525568420828	0.794889114038050	190
0.756604898560263	-0.378749258667133	0.801864289749545	180
0.760245412666498	-1.48375725518272	0.799150036954915	166
0.787058023814096	-2.16532807923103	0.787293339631554	147
0.753780995516160	-0.350122805856520	0.810776942355890	191
0.747098828895402	-0.653054436628069	0.798391770501304	205
0.733255888791822	0.692096394237110	0.794770857814336	186
0.767329101693036	-0.792908866917468	0.802209944751381	182
0.759732612257246	0.460584480077414	0.801832422048175	203
0.764510815368223	1.57072244003577	0.804825870646766	202
0.758980580633420	-0.365087292822261	0.797998964981887	188
0.746492997013406	-0.442075356096478	0.798925721301412	182
0.737563218541763	0.542593058470140	0.807803468208093	174
0.761685790713365	-0.832932695614031	0.801700519603212	147
0.749800993654340	0.385991170542565	0.803315979550678	208
0.725865839713791	0.163261760640247	0.794531924789051	175
0.745504610251720	1.45595577349345	0.799534161490683	162
0.762732867873259	-1.74264934222752	0.789467399092429	160
0.755309890107536	-0.784882128836392	0.798668262756247	165
0.699513826140904	0.972156947479647	0.794986487745783	148
0.739461298376482	-1.57159364795464	0.789161290322581	126
0.769212836643286	-1.39745249666759	0.795372087398210	159
0.761819888623127	0.232977176091402	0.789324534161491	162
0.734573595967534	-0.809019168786950	0.794813783501566	171
0.753912450007436	-0.0845406927328965	0.799540229885058	176
0.784241788877941	-0.763707500347330	0.798803979069634	188
0.766607847578961	-0.212252442707319	0.797429764082360	208
0.732257286747178	2.27162202913948	0.799591153145165	203
0.739184432560376	-0.639174991808425	0.795654277191002	159
0.758785778939599	-1.36579268401987	0.788499635074549	140
0.753913081899587	-0.187642091275850	0.803897421037381	205
0.730857478442761	0.182975921898244	0.810394025863639	183
0.689801151541053	-0.108200614958738	0.792122909769969	155
0.768181805667855	-0.966992024390429	0.798270440251572	161
0.741451524526356	0.207471166601195	0.791232423490488	157
0.767054871887920	-0.122319290814886	0.803742106161461	218
0.797274526616530	-2.15094711159116	0.794575471698113	161
0.750724435671477	-0.494075910541880	0.789607279693487	146
0.781757376057981	-0.422187286249154	0.792737430167598	181
0.747128492186432	0.198606401300144	0.810000000000000	201
0.787306432382514	-1.08335107683476	0.793879994014664	165
0.778665599973256	-0.838505535648721	0.806317714928943	208
0.718212860340261	2.02554078703131	0.800441601949140	200
0.752522818078553	1.21875935107183	0.804723920024863	198
0.737424809649904	-0.572653336779941	0.798113207547170	161
0.737791568052334	0.565227616491312	0.801535276867345	188
0.740681369521042	-0.0618825041726149	0.804059328649493	184
0.785823380533384	0.390844271245289	0.803317535545024	213
0.767457538071921	0.682394437724458	0.800450637107635	198
0.763568499216637	0.134433291930057	0.798369919582699	216
0.704236584124979	2.28013219014632	0.800000000000000	206
0.763260451736432	-0.136803908991379	0.801955818207401	208
0.735307183308955	0.0197217275113332	0.797450110864745	166
0.776734505495385	-0.432682379976297	0.795739348370927	191
0.771422996816258	-0.877484723897171	0.788643432996889	179
0.789570608314912	-1.55485026963269	0.799561988192725	179
0.744934000295232	1.52087684417463	0.807497081366428	200
0.743166947105031	-0.0420313502961375	0.792853154662200	200
0.766393952204262	0.772432224426925	0.800659915803846	189
0.748350224444160	-0.235475405740336	0.798102590000722	168
0.726320694894024	1.33772817048182	0.808180044593088	209
0.746010415411429	0.651467220680676	0.797911445279866	191
0.770854741102383	-0.672908414628391	0.801079656016572	180
0.795710978386625	-1.23807899023149	0.798728813559322	178
0.738673162171856	-1.37728268419012	0.782216708023160	157
0.738032371676907	1.15566833586988	0.794501718213058	196
