-7	-21	65
-7	-33	72
13	-33	75
-23	-30	72
20	-29	60
10	-17	74
-21	-31	61
-13	-17	75
2	-28	60
3	-17	58
29	-17	71
-40	-19	54
-38	-27	69
44	-8	57
42	-20	55
-38	-15	69
38	-17	45
10	-46	73
29	-39	59
-29	-43	61
22	-42	69
-16	-46	73
-16	-5	71
-14	-18	40
0	-15	47
-10	-2	42
10	-2	45
19	-8	64
-54	-23	43
50	-20	42
47	-30	49
-45	-32	47
54	-28	34
32	-26	13
65	-33	20
43	-23	20
58	-16	7
-38	-33	17
-60	-25	14
-49	-26	5
36	-9	14
-50	-34	26
-53	-22	23
-55	-9	12
56	-5	13
59	-17	29
-49	-11	35
51	-6	32
-53	-10	24
66	-8	25
-45	0	9
-3	2	53
-55	-40	14
-30	-27	12
13	-1	70
29	-5	54
-7	-52	61
-17	-59	64
52	-33	8
49	8	-1
-51	8	-2
7	8	51
-56	-50	10
54	-43	22
56	-46	11
-52	-63	5
37	1	-4
46	-59	4
46	-47	-17
42	0	47
-7	-55	27
6	-59	35
-11	-56	16
-3	-49	13
8	-48	31
15	-63	26
11	-54	17
52	-59	36
23	33	48
22	39	39
-41	-75	26
8	48	-15
-2	38	36
65	-12	-19
65	-31	-9
-68	-41	-5
-46	-61	21
43	-72	28
6	54	16
6	64	22
-7	51	-1
9	54	3
-3	44	-9
8	42	-5
-11	45	8
-3	42	16
-8	48	23
-44	-65	35
-39	-75	44
-10	39	52
-16	29	53
-35	20	51
13	55	38
-10	55	39
-20	45	39
13	30	59
-2	-37	44
-20	64	19
-56	-13	-10
52	-2	-16
-13	-40	1
-26	-40	-8
27	-37	-13
-34	-38	-16
-2	-35	31
2	-24	30
-7	-71	42
11	-66	42
-58	-30	-4
47	-50	29
12	36	20
6	67	-4
17	-80	-34
28	-77	-32
35	-67	-34
-44	12	-34
52	7	-30
46	16	-30
-53	3	-27
-21	-22	-20
4	-48	51
65	-24	-19
-68	-23	-16
-58	-26	-15
-46	31	-13
17	-28	-17
-49	-42	1
-10	11	67
49	35	-12
27	16	-17
-31	19	-19
51	-29	-4
40	18	40
49	-3	-38
34	38	-12
-18	63	-9
27	-97	-13
-34	3	4
36	10	1
-35	20	0
36	22	3
37	32	-2
-1	15	44
34	16	-8
-28	52	21
31	33	26
31	56	14
26	50	27
-11	26	25
-5	18	34
0	30	27
5	23	37
10	22	27
6	-24	0
-10	-18	7
12	-17	8
-5	-28	-4
-22	7	-5
-15	4	8
31	-14	2
23	10	1
29	1	4
-31	-11	0
15	5	7
9	-4	6
-2	-13	12
11	-39	50
48	22	10
53	33	1
-49	25	-1
-16	-65	-20
-18	-76	-24
-32	-55	-25
22	-58	-23
1	-62	-18
33	-12	-34
-31	-10	-36
-50	-7	-39
40	-72	14
8	-72	11
-8	-81	7
-28	-79	19
20	-66	2
-24	-91	19
27	-59	-9
-15	-72	-8
-18	-68	5
-14	-91	31
15	-87	37
29	-77	25
20	-86	-2
15	-77	31
-16	-52	-1
24	-87	24
6	-72	24
-16	-77	34
-3	-81	21
6	-81	6
18	-47	-10
26	-79	-16
43	-78	-12
42	-66	-8
-40	-88	-6
37	-84	13
-26	-90	3
37	-81	1
-47	-76	-10
-42	-74	0
-33	-79	-13
8	-91	-7
17	-91	-14
-25	-98	-12
-12	-95	-13
25	-58	60
8	41	-24
22	-65	48
-42	-60	-9
-39	51	17
48	25	27
47	10	33
-41	6	33
-42	38	21
-47	11	23
-34	55	4
-42	45	-2
43	49	-2
-42	25	30
-27	-71	37
-28	-58	48
-23	11	64
-3	26	44
38	43	15
49	-42	45
44	-53	47
32	14	56
-53	-49	43
37	-65	40
-42	-55	45
33	-53	44
55	-45	37
58	-53	-14
34	54	-13
-44	2	46
24	45	-15
-21	41	-20
24	32	-18
-33	-46	47
-47	-51	-21
-32	-1	54
-37	-29	-26
-56	-45	-24
10	-62	61
52	-34	-27
55	-31	-17
