0,05	0	0,03	0	0,02	0	0	0,02	0	0,02	0	0	0	0	0	0	0	0	0	0	0	0,05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0,09	0,02	0,01	0	0,01	0	0	0,05	0,01	0,01	0	0	0	0	0	0	0	0	0	0	0	0	0,09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0,04	0	0	0	0	0	0	0,03	0,01	0	0	0	0	0	0	0	0	0	0	0	0	0,01	0,03	0,05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0,06	0,02	0,01	0	0,02	0	0	0,01	0	0,03	0,02	0	0	0	0	0	0	0	0	0	0	0,01	0	0	0,08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0,04	0	0,02	0	0	0	0	0	0	0,04	0	0	0	0	0	0	0	0	0	0	0	0,01	0,01	0	0,03	0,04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0,02	0	0	0	0	0	0	0,01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,02	0	0	0	0,02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0,01	0	0	0	0	0	0	0,01	0,01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0,04	0,03	0	0,01	0	0	0	0	0	0,01	0	0	0,01	0	0	0	0	0	0	0	0,02	0	0	0	0,03	0	0	0	0,06	0	0	0	0	0	0	0	0	0	0	0	0	0
0,02	0	0	0	0	0	0	0	0	0,02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,02	0,02	0	0	0	0,02	0	0	0	0	0	0	0	0	0	0	0	0
0,02	0,09	0	0,01	0	0	0	0	0	0,02	0	0	0,02	0	0	0	0,02	0	0	0	0,06	0	0	0	0	0	0	0	0,03	0	0,09	0	0	0	0	0	0	0	0	0	0	0
0,01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,01	0	0	0	0	0	0	0	0	0	0
0	0,25	0	0,01	0,02	0	0	0	0	0	0,03	0	0,02	0,16	0	0	0,03	0	0	0	0,01	0	0	0	0	0	0	0	0,01	0	0,01	0	0,25	0	0	0	0	0	0	0	0	0
0	0,25	0	0	0,03	0	0	0	0	0	0,03	0	0,02	0,15	0	0	0,03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,23	0,25	0	0	0	0	0	0	0	0
0	0,14	0	0	0	0	0	0	0	0	0,01	0	0	0,01	0	0	0,05	0	0	0	0,02	0	0	0	0	0	0	0	0	0	0,03	0	0,08	0,08	0,14	0	0	0	0	0	0	0
0	0,01	0	0,02	0,01	0,02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,02	0	0	0	0	0	0
0	0,1	0	0	0,02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,01	0	0	0	0	0	0	0	0	0	0,02	0	0,04	0,04	0,08	0	0,1	0	0	0	0	0
0	0,06	0	0	0,05	0	0	0	0	0	0,02	0	0,02	0,02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,02	0,02	0	0	0,02	0,06	0	0	0	0
0	0,01	0	0	0	0	0	0	0	0	0	0	0,01	0	0	0	0	0	0	0	0,01	0	0	0	0	0	0	0	0	0	0,01	0	0	0	0	0	0	0	0,01	0	0	0
0	0,03	0	0	0,03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,02	0,03	0	0,03	0	0
0,01	0	0,01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,01	0
0	0	0	0,01	0	0	0,01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,01
